Clade,Superfamille,Famille,Sous Famille,Genre,espèces,MUSEUM,NUMERO,MORPHOTYPE,LIFESTYLE,LIFESTYLE_bis,DIET,DIET/BROAD,"Life.mode (Alhajeri et al, 2020)"
MOUS,Muroidea,Muridae,Murinae,Sundamys,muelleri,EBD,BORN031,MYOM,terrestrial,terrestrial,"fruits, leaves, shoots, invertebrates, and other vegetable matter",omnivorous (P),Terrestrial
MOUS,Muroidea,Muridae,Murinae,Sundamys,muelleri,EBD,BORN424,MYOM,terrestrial,terrestrial,"fruits, leaves, shoots, invertebrates, and other vegetable matter",omnivorous (P),Terrestrial
MOUS,Muroidea,Muridae,Murinae,Tarsomys,apoensis,FMNH,147968,MYOM,terrestrial,terrestrial,earthworms and insects,carnivorous,Terrestrial
MOUS,Muroidea,Muridae,Murinae,Tateomys,rhinogradoides,AMNH,223968,MYOM,terrestrial,terrestrial,earthworms,carnivorous,Terrestrial
MOUS,Muroidea,Muridae,Murinae,Tateomys,rhinogradoides,MV,kcr2694,MYOM,terrestrial,terrestrial,earthworms,carnivorous,Terrestrial
MOUS,Muroidea,Muridae,Murinae,Tateomys,rhinogradoides,MV,C38439,MYOM,terrestrial,terrestrial,earthworms,carnivorous,Terrestrial
MOUS,Muroidea,Muridae,Murinae,Tateomys,rhinogradoides,MV,C38407,MYOM,terrestrial,terrestrial,earthworms,carnivorous,Terrestrial
MOUS,Muroidea,Muridae,Murinae,Thallomys,sp.,CBUN,ANG0137,MYOM,,,,,Scansorial
MOUS,Muroidea,Muridae,Murinae,Thallomys,sp.,CBUN,ANG0157,MYOM,,,,,Scansorial
MOUS,Muroidea,Muridae,Murinae,Vandeleuria,oleracea,THAILAND,no number,MYOM,arboreal,arboreal,"fruits, buds, and flowers",phytophagous (G),Arboreal
MOUS,Muroidea,Muridae,Murinae,Zelotomys,woosnami,NHMUK,1910.7.1.82-84,MYOM,terricolous,terrestrial,seeds and animal matters,omnivorous (P),Terrestrial
MOUS,Muroidea,Muridae,Murinae,Zelotomys,woosnami,NHMUK,1910.6.3.86,MYOM,terricolous,terrestrial,seeds and animal matters,omnivorous (P),Terrestrial
MOUS,Muroidea,Muridae,Otomyinae,Otomys,tropicalis,CBUN,KE211,MYOM,terrestrial,terrestrial,grass-root-bark-seed-fruit,phytophagous (G),Terrestrial
MOUS,Muroidea,Muridae,Otomyinae,Otomys,typicus,CBUN,ETH1177,MYOM,terrestrial,terrestrial,grass stem and leaves,phytophagous (G),Terrestrial
MOUS,Muroidea,Muridae,Otomyinae,Otomys,typicus,CBUN,ETH1178,MYOM,terrestrial,terrestrial,grass stem and leaves,phytophagous (G),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Cricetomys,gambianus,CBGP,CR01,MYOM,terricolous,terrestrial,ruit-seed-nut-fruit-invertebrate,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Cricetomys,gambianus,CBGP,LG1555,MYOM,terricolous,terrestrial,ruit-seed-nut-fruit-invertebrate,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Cricetomys,gambianus,CBGP,LG1553,MYOM,terricolous,terrestrial,ruit-seed-nut-fruit-invertebrate,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Cricetomys,gambianus,CBGP,KB6336,MYOM,terricolous,terrestrial,ruit-seed-nut-fruit-invertebrate,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Cricetomys,gambianus,CBGP,LH1,MYOM,terricolous,terrestrial,ruit-seed-nut-fruit-invertebrate,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Cricetomys,gambianus,CBGP,CB1977,MYOM,terricolous,terrestrial,ruit-seed-nut-fruit-invertebrate,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Saccostomus,campestris,UM,TDR106,MYOM,terricolous,terrestrial,seed-nut-fruit-insect,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Cricetomyinae,Saccostomus,campestris,UM,TDR105,MYOM,terricolous,terrestrial,seed-nut-fruit-insect,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Dendromurinae,Dendromus,sp.,UM,TDR109,MYOM,scansorial,terrestrial,,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Dendromurinae,Dendromus,mystacalis,NHMUK,1975.3181,MYOM,scansorial,terrestrial,"44% vegetable material, 40% seeds, 16% arthropods",omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Dendromurinae,Malacothrix,typica,NHMUK,1898.2.3.5,MYOM,terricolous,terrestrial,"diet averaged 16% seeds, 72% herbage and 12% insects on a year-long basis",omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Dendromurinae,Steatomys,caurinus,RMCA,1993.012.M.0353,MYOM,terricolous,terrestrial,NA,NA,Terrestrial
MOUS,Muroidea,Nesomyidae,Dendromurinae,Steatomys,parvus,CBUN,RS0713,MYOM,terricolous,terrestrial,NA,NA,Terrestrial
MOUS,Muroidea,Nesomyidae,Dendromurinae,Steatomys,krebsi,CBUN,RS0977,MYOM,terricolous,terrestrial,NA,NA,Terrestrial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Brachyuromys,betsileoensis,FMNH,169221,MYOM,terricolous,terrestrial,completely or largely herbivorous,phytophagous (S),Arboreal
MOUS,Muroidea,Nesomyidae,Nesomyinae,Brachyuromys,betsileoensis,MNHN-ZM-MO,1972-588,MYOM,terricolous,terrestrial,completely or largely herbivorous,phytophagous (S),Arboreal
MOUS,Muroidea,Nesomyidae,Nesomyinae,Brachyuromys,betsileoensis,MNHN-ZM-MO,1972-598,MYOM,terricolous,terrestrial,completely or largely herbivorous,phytophagous (S),Arboreal
MOUS,Muroidea,Nesomyidae,Nesomyinae,Eliurus,majori,FMNH,165986,MYOM,arboreal,arboreal,grains and fruits,phytophagous (G),Scansorial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Gymnuromys,roberti,FMNH,151896,MYOM,terricolous,terrestrial,seed-nut-fruit,phytophagous (G),Terrestrial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Gymnuromys,roberti,FMNH,538,MYOM,terricolous,terrestrial,seed-nut-fruit,phytophagous (G),Terrestrial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Hypogeomys,antimena,CBUN,NMP,MYOM,terricolous,terrestrial,leaf-seed-nut-fruit-insect,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Macrotarsomys,ingens,FMNH,161601,MYOM,arboreal,arboreal,seeds and fruit,phytophagous (G),Terrestrial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Monticolomys,koopmani,FMNH,161703,MYOM,scansorial,terrestrial,grain-fruit-invertebrate,omnivorous (P),Scansorial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Nesomys,rufus,FMNH,173271,MYOM,terricolous,terrestrial,seed,phytophagous (G),Terrestrial
MOUS,Muroidea,Nesomyidae,Nesomyinae,Voalavo,antsahabensis,FMNH,188700,MYOM,terricolous,terrestrial,seed-fruit ,phytophagous (G),Terrestrial
MOUS,Muroidea,Nesomyidae,Petromyscinae,Petromyscus,sp.,CBUN,ANG0154,MYOM,terricolous,terrestrial,seed-stem-insect,omnivorous (P),Terrestrial
MOUS,Muroidea,Nesomyidae,Petromyscinae,Petromyscus,sp.,CBUN,ANG0162,MYOM,terricolous,terrestrial,seed-stem-insect,omnivorous (P),Terrestrial
MOUS,Anomaluroidea,Pedetidae,/,Pedetes,capensis,MNHN-ZM-MO,HERREL,HYSTRI,terricolous,burrower,root-leaf-seed-insect,omnivorous (P),Terrestrial
MOUS,Anomaluroidea,Pedetidae,/,Pedetes,capensis,CBUN,1,HYSTRI,terricolous,burrower,root-leaf-seed-insect,omnivorous (P),Terrestrial
MOUS,Muroidea,Platacanthomyidae,/,Platacanthomys,lasiurus,NHMUK,1915.2.12.1-2,MYOM,arboreal,arboreal,fruit-seed-root,phytophagous (G),Arboreal
MOUS,Muroidea,Platacanthomyidae,/,Typhlomys,cinereus,RUS,101505,MYOM,arboreal,arboreal,leaf-root-seed-fruit,phytophagous (G),Arboreal
MOUS,Muroidea,Platacanthomyidae,/,Typhlomys,cinereus,RUS,101504,MYOM,arboreal,arboreal,leaf-root-seed-fruit,phytophagous (G),Arboreal
MOUS,Muroidea,Spalacidae,Myospalacinae,Eospalax,fontanierii,NHMUK,1909.1.1.286,MYOM,burrower,subterranean,root-plant underparts,phytophagous (S),Subterranean
MOUS,Muroidea,Spalacidae,Rhizomyinae,Cannomys,badius,CBUN,HDMK 18,MYOM,burrower,subterranean (C),bamboo root-grass,phytophagous (S),Subterranean
MOUS,Muroidea,Spalacidae,Rhizomyinae,Cannomys,badius,CBUN,HDMK 26,MYOM,burrower,subterranean (C),bamboo root-grass,phytophagous (S),Subterranean
MOUS,Muroidea,Spalacidae,Rhizomyinae,Cannomys,badius,CBUN,HDMK HUAY,MYOM,burrower,subterranean (C),bamboo root-grass,phytophagous (S),Subterranean
MOUS,Muroidea,Spalacidae,Spalacinae,Spalax,sp.,CBUN,ISR007,MYOM,burrower,subterranean (C),leaf-root-bark-seed-nut,phytophagous (G),Subterranean
MOUS,Muroidea,Spalacidae,Spalacinae,Spalax,sp.,CBUN,961,MYOM,burrower,subterranean (C),leaf-root-bark-seed-nut,phytophagous (G),Subterranean
MOUS,Muroidea,Spalacidae,Spalacinae,Nannospalax,leucodon,NHMUK,1986.1781,MYOM,burrower,subterranean (C),bulb-root-tuber,phytophagous (S),Subterranean
MOUS,Muroidea,Spalacidae,Spalacinae,Nannospalax,galili,CBUN,8074,MYOM,burrower,subterranean (C),NA,NA,Subterranean
MOUS,Muroidea,Spalacidae,Tachyoryctinae,Tachyoryctes,macrocephalus,CBUN,ETH935,MYOM,burrower,subterranean (C),grass-herb-root-tuber,phytophagous (G),Subterranean
MOUS,Muroidea,Spalacidae,Tachyoryctinae,Tachyoryctes,splendens,CBUN,ID558,MYOM,burrower,subterranean (C),"grass rhizomes, stems and leaves, herbs, roots and storage organs of geophytes",phytophagous (G),Subterranean
MOUS,Muroidea,Spalacidae,Tachyoryctinae,Tachyoryctes,splendens,RMCA,1980.055.M.0189,MYOM,burrower,subterranean (C),"grass rhizomes, stems and leaves, herbs, roots and storage organs of geophytes",phytophagous (G),Subterranean
SQUIR,Aplodontoidea,Aplodontidae,/,Aplodontia,rufa,UM,805V,PROTRO,burrower,burrower,leaf,phytophagous (G),Terrestrial
SQUIR,Aplodontoidea,Aplodontidae,/,Aplodontia,rufa,UM,806V,PROTRO,burrower,burrower,leaf,phytophagous (G),Terrestrial
SQUIR,Gliroidea,Gliridae,Glirinae,Glis,glis,UM,MC316,MYOM,arboreal,arboreal,fruit-nut-insect-leaf,omnivorous (P),Arboreal
SQUIR,Gliroidea,Gliridae,Glirinae,Glis,glis,UM,2217,MYOM,arboreal,arboreal,fruit-nut-insect-leaf,omnivorous (P),Arboreal
SQUIR,Gliroidea,Gliridae,Glirinae,Glis,glis,UM,2215,MYOM,arboreal,arboreal,fruit-nut-insect-leaf,omnivorous (P),Arboreal
SQUIR,Gliroidea,Gliridae,Glirinae,Glis,glis,UM,AN01,MYOM,arboreal,arboreal,fruit-nut-insect-leaf,omnivorous (P),Arboreal
SQUIR,Gliroidea,Gliridae,Leithiinae,Muscardinus,avellanarius,NHMUK,1977.856,MYOM,arboreal,arboreal,fruit-nut-insect,omnivorous (P),Arboreal
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,quercinus,UM,25111971,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,quercinus,UM,no number,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,quercinus,UM,no number,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,quercinus,CBUN,MC88,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,quercinus,CBUN,no number,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,melanurus,CBUN,no number,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Leithiinae,Eliomys,melanurus,CBUN,no number,MYOM,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,sp.,CBUN,ANG0121,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,sp.,CBUN,ANG0007,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,sp.,CBUN,ETH0706,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,parvus,NHMUK,1986.1173,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,platyops,NHMUK,1897.8.6.7,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,sp.,CBUN,ETH0706,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,lorraineus,NHMUK,1956.68,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,kelleni,RMCA,1978.011.M.0004,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,kelleni,CBUN,ETH0600,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,kelleni,CBUN,ETH1594,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,kelleni,RMCA,1996.038.M3522,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,murinus,CBUN,ETH0708,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,murinus,CBUN,ETH1565,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,sp.,CBUN,ETH0121,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Gliroidea,Gliridae,Graphiurinae,Graphiurus,sp.,CBUN,ETH658,HYSTRI,arboreal,arboreal,fruit-nut-insect-vertebrate,omnivorous (A),Scansorial
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Callosciurus,prevostii,MB,2022.2.5,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed-insect,omnivorous (P),Arboreal
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Exilisciurus,whiteheadi,NHMUK,1895.10.4.40,SCIURO,arboreal,arboreal,bark-moss-licken,phytophagous (S),Arboreal
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Funambulus,palmarum,NHMUK,1971.792,SCIURO,arboreal,arboreal,nut-fruit-insect-leaf,omnivorous (P),Scansorial
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Exilisciurus,exilis,NHMUK,1892.6.1.10,SCIURO,arboreal,arboreal,bark-vegetable matter and small insects,omnivorous (P),Arboreal
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Nannosciurus,melanotis,NHMUK,2022.21,SCIURO,arboreal,arboreal,bark,phytophagous (S),Scansorial
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Rhinosciurus,robinsoni,NHMUK,1915.12.28.6,SCIURO,arboreal,arboreal,insect-earthworm,omnivorous (A),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Sundasciurus,philippinensis,FMNH,208786,SCIURO,terrestrial,terrestrial,leaf-seed-bark- fruit-nut-insect,omnivorous (P),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Callosciurinae,Tamiops,maritimus,NHMUK,2022.5.4,SCIURO,arboreal,arboreal,insect-bark-seed-nut-fruit,omnivorous (A),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Petinomys,sp.,NHMUK,1903.11.2.5,SCIURO,arboreal,arboreal,seed-nut-fruit,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,aestuans,MNHN-ZM-MO,1902-46A,SCIURO,arboreal,arboreal,fruit-nut-seed-fungi,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,aestuans,MNHN-ZM-MO,1902-46B,SCIURO,arboreal,arboreal,fruit-nut-seed-fungi,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,aestuans,MNHN-ZM-MO,1902-45,SCIURO,arboreal,arboreal,fruit-nut-seed-fungi,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,aestuans,MNHN-ZM-MO,1995-891,SCIURO,arboreal,arboreal,fruit-nut-seed-fungi,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MNHN-ZM-MO,13269,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2022.2.12,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2022.2.15,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2023.2.14,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2022.2.4,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2022.2.7,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2022.2.8,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2022.2.16,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Sciurinae,Sciurus,vulgaris,MB,2021.2.8,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed,phytophagous (G),Arboreal
SQUIR,Sciuroidea,Sciuridae,Ratufinae,Ratufa,sp.,NHMUK,2022.24,SCIURO,arboreal,arboreal,fruit-nut-bark-insect,omnivorous (P),Arboreal
SQUIR,Sciuroidea,Sciuridae,Xerinae,Ammospermophilus,leucurus,UWBM,37679,SCIURO,terricolous,burrower,fruit-nut-leaf-seed-insect,omnivorous (P),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Atlantoxerus,getulus,NHMUK,1977.291,SCIURO,terricolous,terrestrial,fruit-nut-leaf-seed-insect-vertebrate,omnivorous (P),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Spermophilus,citellus,UM,unreg,SCIURO,,,,,
SQUIR,Sciuroidea,Sciuridae,Xerinae,Funisciurus,anerythrus,RMCA,1988.011.M.004,SCIURO,scansorial,terrestrial,fruit-seed-nut-insect,omnivorous (P),Arboreal
SQUIR,Sciuroidea,Sciuridae,Xerinae,Funisciurus,lemniscatus,RMCA,M.26931,SCIURO,scansorial,terrestrial,fruit-seed-nut-insect,omnivorous (P),Arboreal
SQUIR,Sciuroidea,Sciuridae,Xerinae,Heliosciurus,gambianus,NHMUK,2022.22,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed-insect,omnivorous (P),Scansorial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Heliosciurus,rufobrachium,RMCA,1980.036.M.0061,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed-insect,omnivorous (P),Scansorial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Marmota,marmota,MNHN-ZM-MO,1914-169,SCIURO,terricolous,burrower,grass-leaf,phytophagous (S),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Myosciurus,pumilio,NHMUK,1948.974,SCIURO,arboreal,arboreal,bark-fruit-insect,omnivorous (P),Arboreal
SQUIR,Sciuroidea,Sciuridae,Xerinae,Paraxerus,boehmi,RMCA,1995.061.M.3257,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed-insect,omnivorous (P),Scansorial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Protoxerus,stangeri,RMCA,1980.036.M.0054,SCIURO,arboreal,arboreal,fruit-nut-leaf-seed-insect,omnivorous (P),Scansorial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Urocitellus,richardsonii,NHMUK,1893.1.5.1,SCIURO,fossorial,burrower,fruit-nut-leaf-seed-insect,omnivorous (P),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Tamias,minimus,UWBM,74537,SCIURO,terricolous,terrestrial,fruit-nut-leaf-seed-insect,omnivorous (P),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Xerinae,Xerus,erythropus,NHMUK,1922.3.3.11,SCIURO,fossorial,burrower,fruit-seed-nut-insect,omnivorous (P),Terrestrial
SQUIR,Sciuroidea,Sciuridae,Sciurillinae,Sciurillus,pusillus,NHMUK,1932.8.4.16,SCIURO,arboreal,arboreal,bark-sap and exudate of large trees,phytophagous (S),Arboreal
CTENO,Octodontoidea,Abrocomidae,/,Abrocoma,cinerea,NHMUK,1992.302,HYSTRI,terricolous,terrestrial,leaf,phytophagous (S),Terrestrial
CTENO,Bathyergoidea,Bathyergidae,/,Bathyergus,suillus,CBUN,1 MP,PROTRO,burrower,subterranean,"60% above-ground vegetation (herbs, grasses, sedges of the family Restionaceae, Bulbs, tubers, roots also eaten.",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Bathyergus,suillus,CBUN,2 MP,PROTRO,burrower,subterranean,"60% above-ground vegetation (herbs, grasses, sedges of the family Restionaceae, Bulbs, tubers, roots also eaten.",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Bathyergus,suillus,CBUN,2 CB,PROTRO,burrower,subterranean,"60% above-ground vegetation (herbs, grasses, sedges of the family Restionaceae, Bulbs, tubers, roots also eaten.",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Bathyergus,suillus,CBUN,3 CB,PROTRO,burrower,subterranean,"60% above-ground vegetation (herbs, grasses, sedges of the family Restionaceae, Bulbs, tubers, roots also eaten.",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Bathyergus,suillus,CBUN,BS13,PROTRO,burrower,subterranean,"60% above-ground vegetation (herbs, grasses, sedges of the family Restionaceae, Bulbs, tubers, roots also eaten.",phytophagous (G),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Cryptomys,hottentotus,CBUN,1,PROTRO,burrower,subterranean (C),"bulbs, corms and tubers",phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Cryptomys,hottentotus,CBUN,2,PROTRO,burrower,subterranean (C),"bulbs, corms and tubers",phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Cryptomys,hottentotus,CBUN,3,PROTRO,burrower,subterranean (C),"bulbs, corms and tubers",phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Cryptomys,hottentotus,CBUN,4,PROTRO,burrower,subterranean (C),"bulbs, corms and tubers",phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Cryptomys,hottentotus,CBUN,CHPB,PROTRO,burrower,subterranean (C),"bulbs, corms and tubers",phytophagous (S),Subterranean
CTENO,Bathyergoidea,Bathyergidae,/,Fukomys,anselli,CBUN,FA9745 / MP9746,PROTRO,burrower,subterranean (C),"rootstocks, tubers, bulbs, corms and rhizomes",phytophagous (S),Subterranean
